sequence	frame	bin_path	label_path
00	001434	SemanticKitti/sequences/00/velodyne/001434.bin	SemanticKitti/sequences/00/polar_512_prlb/001434.pt
00	001446	SemanticKitti/sequences/00/velodyne/001446.bin	SemanticKitti/sequences/00/polar_512_prlb/001446.pt
00	001459	SemanticKitti/sequences/00/velodyne/001459.bin	SemanticKitti/sequences/00/polar_512_prlb/001459.pt
00	001464	SemanticKitti/sequences/00/velodyne/001464.bin	SemanticKitti/sequences/00/polar_512_prlb/001464.pt
00	001540	SemanticKitti/sequences/00/velodyne/001540.bin	SemanticKitti/sequences/00/polar_512_prlb/001540.pt
00	001612	SemanticKitti/sequences/00/velodyne/001612.bin	SemanticKitti/sequences/00/polar_512_prlb/001612.pt
00	001613	SemanticKitti/sequences/00/velodyne/001613.bin	SemanticKitti/sequences/00/polar_512_prlb/001613.pt
00	001622	SemanticKitti/sequences/00/velodyne/001622.bin	SemanticKitti/sequences/00/polar_512_prlb/001622.pt
00	001720	SemanticKitti/sequences/00/velodyne/001720.bin	SemanticKitti/sequences/00/polar_512_prlb/001720.pt
00	001767	SemanticKitti/sequences/00/velodyne/001767.bin	SemanticKitti/sequences/00/polar_512_prlb/001767.pt
00	001825	SemanticKitti/sequences/00/velodyne/001825.bin	SemanticKitti/sequences/00/polar_512_prlb/001825.pt
00	001860	SemanticKitti/sequences/00/velodyne/001860.bin	SemanticKitti/sequences/00/polar_512_prlb/001860.pt
00	001884	SemanticKitti/sequences/00/velodyne/001884.bin	SemanticKitti/sequences/00/polar_512_prlb/001884.pt
00	001894	SemanticKitti/sequences/00/velodyne/001894.bin	SemanticKitti/sequences/00/polar_512_prlb/001894.pt
00	001904	SemanticKitti/sequences/00/velodyne/001904.bin	SemanticKitti/sequences/00/polar_512_prlb/001904.pt
00	001914	SemanticKitti/sequences/00/velodyne/001914.bin	SemanticKitti/sequences/00/polar_512_prlb/001914.pt
00	001944	SemanticKitti/sequences/00/velodyne/001944.bin	SemanticKitti/sequences/00/polar_512_prlb/001944.pt
00	002065	SemanticKitti/sequences/00/velodyne/002065.bin	SemanticKitti/sequences/00/polar_512_prlb/002065.pt
00	002124	SemanticKitti/sequences/00/velodyne/002124.bin	SemanticKitti/sequences/00/polar_512_prlb/002124.pt
00	002150	SemanticKitti/sequences/00/velodyne/002150.bin	SemanticKitti/sequences/00/polar_512_prlb/002150.pt
00	002187	SemanticKitti/sequences/00/velodyne/002187.bin	SemanticKitti/sequences/00/polar_512_prlb/002187.pt
00	002256	SemanticKitti/sequences/00/velodyne/002256.bin	SemanticKitti/sequences/00/polar_512_prlb/002256.pt
00	002294	SemanticKitti/sequences/00/velodyne/002294.bin	SemanticKitti/sequences/00/polar_512_prlb/002294.pt
00	002345	SemanticKitti/sequences/00/velodyne/002345.bin	SemanticKitti/sequences/00/polar_512_prlb/002345.pt
00	002367	SemanticKitti/sequences/00/velodyne/002367.bin	SemanticKitti/sequences/00/polar_512_prlb/002367.pt
00	002371	SemanticKitti/sequences/00/velodyne/002371.bin	SemanticKitti/sequences/00/polar_512_prlb/002371.pt
00	002451	SemanticKitti/sequences/00/velodyne/002451.bin	SemanticKitti/sequences/00/polar_512_prlb/002451.pt
00	002503	SemanticKitti/sequences/00/velodyne/002503.bin	SemanticKitti/sequences/00/polar_512_prlb/002503.pt
00	002535	SemanticKitti/sequences/00/velodyne/002535.bin	SemanticKitti/sequences/00/polar_512_prlb/002535.pt
00	002546	SemanticKitti/sequences/00/velodyne/002546.bin	SemanticKitti/sequences/00/polar_512_prlb/002546.pt
00	002558	SemanticKitti/sequences/00/velodyne/002558.bin	SemanticKitti/sequences/00/polar_512_prlb/002558.pt
00	002578	SemanticKitti/sequences/00/velodyne/002578.bin	SemanticKitti/sequences/00/polar_512_prlb/002578.pt
00	002597	SemanticKitti/sequences/00/velodyne/002597.bin	SemanticKitti/sequences/00/polar_512_prlb/002597.pt
00	002681	SemanticKitti/sequences/00/velodyne/002681.bin	SemanticKitti/sequences/00/polar_512_prlb/002681.pt
00	002737	SemanticKitti/sequences/00/velodyne/002737.bin	SemanticKitti/sequences/00/polar_512_prlb/002737.pt
00	002756	SemanticKitti/sequences/00/velodyne/002756.bin	SemanticKitti/sequences/00/polar_512_prlb/002756.pt
00	002820	SemanticKitti/sequences/00/velodyne/002820.bin	SemanticKitti/sequences/00/polar_512_prlb/002820.pt
00	002905	SemanticKitti/sequences/00/velodyne/002905.bin	SemanticKitti/sequences/00/polar_512_prlb/002905.pt
00	002907	SemanticKitti/sequences/00/velodyne/002907.bin	SemanticKitti/sequences/00/polar_512_prlb/002907.pt
00	002909	SemanticKitti/sequences/00/velodyne/002909.bin	SemanticKitti/sequences/00/polar_512_prlb/002909.pt
00	002940	SemanticKitti/sequences/00/velodyne/002940.bin	SemanticKitti/sequences/00/polar_512_prlb/002940.pt
00	002969	SemanticKitti/sequences/00/velodyne/002969.bin	SemanticKitti/sequences/00/polar_512_prlb/002969.pt
00	003052	SemanticKitti/sequences/00/velodyne/003052.bin	SemanticKitti/sequences/00/polar_512_prlb/003052.pt
00	003059	SemanticKitti/sequences/00/velodyne/003059.bin	SemanticKitti/sequences/00/polar_512_prlb/003059.pt
00	003063	SemanticKitti/sequences/00/velodyne/003063.bin	SemanticKitti/sequences/00/polar_512_prlb/003063.pt
00	003114	SemanticKitti/sequences/00/velodyne/003114.bin	SemanticKitti/sequences/00/polar_512_prlb/003114.pt
00	003193	SemanticKitti/sequences/00/velodyne/003193.bin	SemanticKitti/sequences/00/polar_512_prlb/003193.pt
00	003242	SemanticKitti/sequences/00/velodyne/003242.bin	SemanticKitti/sequences/00/polar_512_prlb/003242.pt
00	003304	SemanticKitti/sequences/00/velodyne/003304.bin	SemanticKitti/sequences/00/polar_512_prlb/003304.pt
00	003405	SemanticKitti/sequences/00/velodyne/003405.bin	SemanticKitti/sequences/00/polar_512_prlb/003405.pt
00	003510	SemanticKitti/sequences/00/velodyne/003510.bin	SemanticKitti/sequences/00/polar_512_prlb/003510.pt
00	003524	SemanticKitti/sequences/00/velodyne/003524.bin	SemanticKitti/sequences/00/polar_512_prlb/003524.pt
00	003609	SemanticKitti/sequences/00/velodyne/003609.bin	SemanticKitti/sequences/00/polar_512_prlb/003609.pt
00	003748	SemanticKitti/sequences/00/velodyne/003748.bin	SemanticKitti/sequences/00/polar_512_prlb/003748.pt
00	003780	SemanticKitti/sequences/00/velodyne/003780.bin	SemanticKitti/sequences/00/polar_512_prlb/003780.pt
00	003813	SemanticKitti/sequences/00/velodyne/003813.bin	SemanticKitti/sequences/00/polar_512_prlb/003813.pt
00	003820	SemanticKitti/sequences/00/velodyne/003820.bin	SemanticKitti/sequences/00/polar_512_prlb/003820.pt
00	003821	SemanticKitti/sequences/00/velodyne/003821.bin	SemanticKitti/sequences/00/polar_512_prlb/003821.pt
00	003944	SemanticKitti/sequences/00/velodyne/003944.bin	SemanticKitti/sequences/00/polar_512_prlb/003944.pt
00	003950	SemanticKitti/sequences/00/velodyne/003950.bin	SemanticKitti/sequences/00/polar_512_prlb/003950.pt
00	003952	SemanticKitti/sequences/00/velodyne/003952.bin	SemanticKitti/sequences/00/polar_512_prlb/003952.pt
00	004003	SemanticKitti/sequences/00/velodyne/004003.bin	SemanticKitti/sequences/00/polar_512_prlb/004003.pt
00	004030	SemanticKitti/sequences/00/velodyne/004030.bin	SemanticKitti/sequences/00/polar_512_prlb/004030.pt
00	004042	SemanticKitti/sequences/00/velodyne/004042.bin	SemanticKitti/sequences/00/polar_512_prlb/004042.pt
00	004055	SemanticKitti/sequences/00/velodyne/004055.bin	SemanticKitti/sequences/00/polar_512_prlb/004055.pt
00	004065	SemanticKitti/sequences/00/velodyne/004065.bin	SemanticKitti/sequences/00/polar_512_prlb/004065.pt
00	004082	SemanticKitti/sequences/00/velodyne/004082.bin	SemanticKitti/sequences/00/polar_512_prlb/004082.pt
00	004121	SemanticKitti/sequences/00/velodyne/004121.bin	SemanticKitti/sequences/00/polar_512_prlb/004121.pt
00	004123	SemanticKitti/sequences/00/velodyne/004123.bin	SemanticKitti/sequences/00/polar_512_prlb/004123.pt
00	004132	SemanticKitti/sequences/00/velodyne/004132.bin	SemanticKitti/sequences/00/polar_512_prlb/004132.pt
00	004180	SemanticKitti/sequences/00/velodyne/004180.bin	SemanticKitti/sequences/00/polar_512_prlb/004180.pt
00	004200	SemanticKitti/sequences/00/velodyne/004200.bin	SemanticKitti/sequences/00/polar_512_prlb/004200.pt
00	004213	SemanticKitti/sequences/00/velodyne/004213.bin	SemanticKitti/sequences/00/polar_512_prlb/004213.pt
00	004230	SemanticKitti/sequences/00/velodyne/004230.bin	SemanticKitti/sequences/00/polar_512_prlb/004230.pt
00	004269	SemanticKitti/sequences/00/velodyne/004269.bin	SemanticKitti/sequences/00/polar_512_prlb/004269.pt
00	004291	SemanticKitti/sequences/00/velodyne/004291.bin	SemanticKitti/sequences/00/polar_512_prlb/004291.pt
00	004313	SemanticKitti/sequences/00/velodyne/004313.bin	SemanticKitti/sequences/00/polar_512_prlb/004313.pt
00	004332	SemanticKitti/sequences/00/velodyne/004332.bin	SemanticKitti/sequences/00/polar_512_prlb/004332.pt
00	004335	SemanticKitti/sequences/00/velodyne/004335.bin	SemanticKitti/sequences/00/polar_512_prlb/004335.pt
00	004381	SemanticKitti/sequences/00/velodyne/004381.bin	SemanticKitti/sequences/00/polar_512_prlb/004381.pt
00	004478	SemanticKitti/sequences/00/velodyne/004478.bin	SemanticKitti/sequences/00/polar_512_prlb/004478.pt
00	004487	SemanticKitti/sequences/00/velodyne/004487.bin	SemanticKitti/sequences/00/polar_512_prlb/004487.pt
00	004501	SemanticKitti/sequences/00/velodyne/004501.bin	SemanticKitti/sequences/00/polar_512_prlb/004501.pt
00	004526	SemanticKitti/sequences/00/velodyne/004526.bin	SemanticKitti/sequences/00/polar_512_prlb/004526.pt
01	000051	SemanticKitti/sequences/01/velodyne/000051.bin	SemanticKitti/sequences/01/polar_512_prlb/000051.pt
01	000118	SemanticKitti/sequences/01/velodyne/000118.bin	SemanticKitti/sequences/01/polar_512_prlb/000118.pt
01	000204	SemanticKitti/sequences/01/velodyne/000204.bin	SemanticKitti/sequences/01/polar_512_prlb/000204.pt
01	000205	SemanticKitti/sequences/01/velodyne/000205.bin	SemanticKitti/sequences/01/polar_512_prlb/000205.pt
01	000348	SemanticKitti/sequences/01/velodyne/000348.bin	SemanticKitti/sequences/01/polar_512_prlb/000348.pt
01	000398	SemanticKitti/sequences/01/velodyne/000398.bin	SemanticKitti/sequences/01/polar_512_prlb/000398.pt
01	000405	SemanticKitti/sequences/01/velodyne/000405.bin	SemanticKitti/sequences/01/polar_512_prlb/000405.pt
01	000417	SemanticKitti/sequences/01/velodyne/000417.bin	SemanticKitti/sequences/01/polar_512_prlb/000417.pt
01	000443	SemanticKitti/sequences/01/velodyne/000443.bin	SemanticKitti/sequences/01/polar_512_prlb/000443.pt
01	000450	SemanticKitti/sequences/01/velodyne/000450.bin	SemanticKitti/sequences/01/polar_512_prlb/000450.pt
01	000467	SemanticKitti/sequences/01/velodyne/000467.bin	SemanticKitti/sequences/01/polar_512_prlb/000467.pt
01	000521	SemanticKitti/sequences/01/velodyne/000521.bin	SemanticKitti/sequences/01/polar_512_prlb/000521.pt
01	000614	SemanticKitti/sequences/01/velodyne/000614.bin	SemanticKitti/sequences/01/polar_512_prlb/000614.pt
01	000629	SemanticKitti/sequences/01/velodyne/000629.bin	SemanticKitti/sequences/01/polar_512_prlb/000629.pt
01	000694	SemanticKitti/sequences/01/velodyne/000694.bin	SemanticKitti/sequences/01/polar_512_prlb/000694.pt
01	000708	SemanticKitti/sequences/01/velodyne/000708.bin	SemanticKitti/sequences/01/polar_512_prlb/000708.pt
01	000750	SemanticKitti/sequences/01/velodyne/000750.bin	SemanticKitti/sequences/01/polar_512_prlb/000750.pt
01	000975	SemanticKitti/sequences/01/velodyne/000975.bin	SemanticKitti/sequences/01/polar_512_prlb/000975.pt
01	001001	SemanticKitti/sequences/01/velodyne/001001.bin	SemanticKitti/sequences/01/polar_512_prlb/001001.pt
01	001020	SemanticKitti/sequences/01/velodyne/001020.bin	SemanticKitti/sequences/01/polar_512_prlb/001020.pt
02	000064	SemanticKitti/sequences/02/velodyne/000064.bin	SemanticKitti/sequences/02/polar_512_prlb/000064.pt
02	000109	SemanticKitti/sequences/02/velodyne/000109.bin	SemanticKitti/sequences/02/polar_512_prlb/000109.pt
02	000126	SemanticKitti/sequences/02/velodyne/000126.bin	SemanticKitti/sequences/02/polar_512_prlb/000126.pt
02	000186	SemanticKitti/sequences/02/velodyne/000186.bin	SemanticKitti/sequences/02/polar_512_prlb/000186.pt
02	000318	SemanticKitti/sequences/02/velodyne/000318.bin	SemanticKitti/sequences/02/polar_512_prlb/000318.pt
02	000329	SemanticKitti/sequences/02/velodyne/000329.bin	SemanticKitti/sequences/02/polar_512_prlb/000329.pt
02	000332	SemanticKitti/sequences/02/velodyne/000332.bin	SemanticKitti/sequences/02/polar_512_prlb/000332.pt
02	000370	SemanticKitti/sequences/02/velodyne/000370.bin	SemanticKitti/sequences/02/polar_512_prlb/000370.pt
02	000406	SemanticKitti/sequences/02/velodyne/000406.bin	SemanticKitti/sequences/02/polar_512_prlb/000406.pt
02	000462	SemanticKitti/sequences/02/velodyne/000462.bin	SemanticKitti/sequences/02/polar_512_prlb/000462.pt
02	000512	SemanticKitti/sequences/02/velodyne/000512.bin	SemanticKitti/sequences/02/polar_512_prlb/000512.pt
02	000526	SemanticKitti/sequences/02/velodyne/000526.bin	SemanticKitti/sequences/02/polar_512_prlb/000526.pt
02	000534	SemanticKitti/sequences/02/velodyne/000534.bin	SemanticKitti/sequences/02/polar_512_prlb/000534.pt
02	000571	SemanticKitti/sequences/02/velodyne/000571.bin	SemanticKitti/sequences/02/polar_512_prlb/000571.pt
02	000590	SemanticKitti/sequences/02/velodyne/000590.bin	SemanticKitti/sequences/02/polar_512_prlb/000590.pt
02	000676	SemanticKitti/sequences/02/velodyne/000676.bin	SemanticKitti/sequences/02/polar_512_prlb/000676.pt
02	000698	SemanticKitti/sequences/02/velodyne/000698.bin	SemanticKitti/sequences/02/polar_512_prlb/000698.pt
02	000762	SemanticKitti/sequences/02/velodyne/000762.bin	SemanticKitti/sequences/02/polar_512_prlb/000762.pt
02	000834	SemanticKitti/sequences/02/velodyne/000834.bin	SemanticKitti/sequences/02/polar_512_prlb/000834.pt
02	000852	SemanticKitti/sequences/02/velodyne/000852.bin	SemanticKitti/sequences/02/polar_512_prlb/000852.pt
02	000869	SemanticKitti/sequences/02/velodyne/000869.bin	SemanticKitti/sequences/02/polar_512_prlb/000869.pt
02	000926	SemanticKitti/sequences/02/velodyne/000926.bin	SemanticKitti/sequences/02/polar_512_prlb/000926.pt
02	000935	SemanticKitti/sequences/02/velodyne/000935.bin	SemanticKitti/sequences/02/polar_512_prlb/000935.pt
02	000945	SemanticKitti/sequences/02/velodyne/000945.bin	SemanticKitti/sequences/02/polar_512_prlb/000945.pt
02	001054	SemanticKitti/sequences/02/velodyne/001054.bin	SemanticKitti/sequences/02/polar_512_prlb/001054.pt
02	001058	SemanticKitti/sequences/02/velodyne/001058.bin	SemanticKitti/sequences/02/polar_512_prlb/001058.pt
02	001089	SemanticKitti/sequences/02/velodyne/001089.bin	SemanticKitti/sequences/02/polar_512_prlb/001089.pt
02	001113	SemanticKitti/sequences/02/velodyne/001113.bin	SemanticKitti/sequences/02/polar_512_prlb/001113.pt
02	001117	SemanticKitti/sequences/02/velodyne/001117.bin	SemanticKitti/sequences/02/polar_512_prlb/001117.pt
02	001142	SemanticKitti/sequences/02/velodyne/001142.bin	SemanticKitti/sequences/02/polar_512_prlb/001142.pt
02	001179	SemanticKitti/sequences/02/velodyne/001179.bin	SemanticKitti/sequences/02/polar_512_prlb/001179.pt
02	001190	SemanticKitti/sequences/02/velodyne/001190.bin	SemanticKitti/sequences/02/polar_512_prlb/001190.pt
02	001232	SemanticKitti/sequences/02/velodyne/001232.bin	SemanticKitti/sequences/02/polar_512_prlb/001232.pt
02	001235	SemanticKitti/sequences/02/velodyne/001235.bin	SemanticKitti/sequences/02/polar_512_prlb/001235.pt
02	001283	SemanticKitti/sequences/02/velodyne/001283.bin	SemanticKitti/sequences/02/polar_512_prlb/001283.pt
02	001305	SemanticKitti/sequences/02/velodyne/001305.bin	SemanticKitti/sequences/02/polar_512_prlb/001305.pt
02	001340	SemanticKitti/sequences/02/velodyne/001340.bin	SemanticKitti/sequences/02/polar_512_prlb/001340.pt
02	001372	SemanticKitti/sequences/02/velodyne/001372.bin	SemanticKitti/sequences/02/polar_512_prlb/001372.pt
02	001378	SemanticKitti/sequences/02/velodyne/001378.bin	SemanticKitti/sequences/02/polar_512_prlb/001378.pt
02	001418	SemanticKitti/sequences/02/velodyne/001418.bin	SemanticKitti/sequences/02/polar_512_prlb/001418.pt
02	001421	SemanticKitti/sequences/02/velodyne/001421.bin	SemanticKitti/sequences/02/polar_512_prlb/001421.pt
02	001555	SemanticKitti/sequences/02/velodyne/001555.bin	SemanticKitti/sequences/02/polar_512_prlb/001555.pt
02	001590	SemanticKitti/sequences/02/velodyne/001590.bin	SemanticKitti/sequences/02/polar_512_prlb/001590.pt
02	001615	SemanticKitti/sequences/02/velodyne/001615.bin	SemanticKitti/sequences/02/polar_512_prlb/001615.pt
02	001661	SemanticKitti/sequences/02/velodyne/001661.bin	SemanticKitti/sequences/02/polar_512_prlb/001661.pt
02	001675	SemanticKitti/sequences/02/velodyne/001675.bin	SemanticKitti/sequences/02/polar_512_prlb/001675.pt
02	001733	SemanticKitti/sequences/02/velodyne/001733.bin	SemanticKitti/sequences/02/polar_512_prlb/001733.pt
02	001804	SemanticKitti/sequences/02/velodyne/001804.bin	SemanticKitti/sequences/02/polar_512_prlb/001804.pt
02	001824	SemanticKitti/sequences/02/velodyne/001824.bin	SemanticKitti/sequences/02/polar_512_prlb/001824.pt
02	001880	SemanticKitti/sequences/02/velodyne/001880.bin	SemanticKitti/sequences/02/polar_512_prlb/001880.pt
02	001947	SemanticKitti/sequences/02/velodyne/001947.bin	SemanticKitti/sequences/02/polar_512_prlb/001947.pt
02	002020	SemanticKitti/sequences/02/velodyne/002020.bin	SemanticKitti/sequences/02/polar_512_prlb/002020.pt
02	002024	SemanticKitti/sequences/02/velodyne/002024.bin	SemanticKitti/sequences/02/polar_512_prlb/002024.pt
02	002037	SemanticKitti/sequences/02/velodyne/002037.bin	SemanticKitti/sequences/02/polar_512_prlb/002037.pt
02	002050	SemanticKitti/sequences/02/velodyne/002050.bin	SemanticKitti/sequences/02/polar_512_prlb/002050.pt
02	002055	SemanticKitti/sequences/02/velodyne/002055.bin	SemanticKitti/sequences/02/polar_512_prlb/002055.pt
02	002071	SemanticKitti/sequences/02/velodyne/002071.bin	SemanticKitti/sequences/02/polar_512_prlb/002071.pt
02	002120	SemanticKitti/sequences/02/velodyne/002120.bin	SemanticKitti/sequences/02/polar_512_prlb/002120.pt
02	002123	SemanticKitti/sequences/02/velodyne/002123.bin	SemanticKitti/sequences/02/polar_512_prlb/002123.pt
02	002130	SemanticKitti/sequences/02/velodyne/002130.bin	SemanticKitti/sequences/02/polar_512_prlb/002130.pt
02	002189	SemanticKitti/sequences/02/velodyne/002189.bin	SemanticKitti/sequences/02/polar_512_prlb/002189.pt
02	002230	SemanticKitti/sequences/02/velodyne/002230.bin	SemanticKitti/sequences/02/polar_512_prlb/002230.pt
02	002256	SemanticKitti/sequences/02/velodyne/002256.bin	SemanticKitti/sequences/02/polar_512_prlb/002256.pt
02	002301	SemanticKitti/sequences/02/velodyne/002301.bin	SemanticKitti/sequences/02/polar_512_prlb/002301.pt
02	002342	SemanticKitti/sequences/02/velodyne/002342.bin	SemanticKitti/sequences/02/polar_512_prlb/002342.pt
02	002367	SemanticKitti/sequences/02/velodyne/002367.bin	SemanticKitti/sequences/02/polar_512_prlb/002367.pt
02	002376	SemanticKitti/sequences/02/velodyne/002376.bin	SemanticKitti/sequences/02/polar_512_prlb/002376.pt
02	002429	SemanticKitti/sequences/02/velodyne/002429.bin	SemanticKitti/sequences/02/polar_512_prlb/002429.pt
02	002466	SemanticKitti/sequences/02/velodyne/002466.bin	SemanticKitti/sequences/02/polar_512_prlb/002466.pt
02	002487	SemanticKitti/sequences/02/velodyne/002487.bin	SemanticKitti/sequences/02/polar_512_prlb/002487.pt
02	002581	SemanticKitti/sequences/02/velodyne/002581.bin	SemanticKitti/sequences/02/polar_512_prlb/002581.pt
02	002619	SemanticKitti/sequences/02/velodyne/002619.bin	SemanticKitti/sequences/02/polar_512_prlb/002619.pt
02	002666	SemanticKitti/sequences/02/velodyne/002666.bin	SemanticKitti/sequences/02/polar_512_prlb/002666.pt
02	002669	SemanticKitti/sequences/02/velodyne/002669.bin	SemanticKitti/sequences/02/polar_512_prlb/002669.pt
02	002690	SemanticKitti/sequences/02/velodyne/002690.bin	SemanticKitti/sequences/02/polar_512_prlb/002690.pt
02	002702	SemanticKitti/sequences/02/velodyne/002702.bin	SemanticKitti/sequences/02/polar_512_prlb/002702.pt
02	002708	SemanticKitti/sequences/02/velodyne/002708.bin	SemanticKitti/sequences/02/polar_512_prlb/002708.pt
02	002748	SemanticKitti/sequences/02/velodyne/002748.bin	SemanticKitti/sequences/02/polar_512_prlb/002748.pt
02	002772	SemanticKitti/sequences/02/velodyne/002772.bin	SemanticKitti/sequences/02/polar_512_prlb/002772.pt
02	002878	SemanticKitti/sequences/02/velodyne/002878.bin	SemanticKitti/sequences/02/polar_512_prlb/002878.pt
02	002978	SemanticKitti/sequences/02/velodyne/002978.bin	SemanticKitti/sequences/02/polar_512_prlb/002978.pt
02	002985	SemanticKitti/sequences/02/velodyne/002985.bin	SemanticKitti/sequences/02/polar_512_prlb/002985.pt
02	003024	SemanticKitti/sequences/02/velodyne/003024.bin	SemanticKitti/sequences/02/polar_512_prlb/003024.pt
02	003032	SemanticKitti/sequences/02/velodyne/003032.bin	SemanticKitti/sequences/02/polar_512_prlb/003032.pt
02	003050	SemanticKitti/sequences/02/velodyne/003050.bin	SemanticKitti/sequences/02/polar_512_prlb/003050.pt
02	003059	SemanticKitti/sequences/02/velodyne/003059.bin	SemanticKitti/sequences/02/polar_512_prlb/003059.pt
02	003098	SemanticKitti/sequences/02/velodyne/003098.bin	SemanticKitti/sequences/02/polar_512_prlb/003098.pt
02	003176	SemanticKitti/sequences/02/velodyne/003176.bin	SemanticKitti/sequences/02/polar_512_prlb/003176.pt
02	003208	SemanticKitti/sequences/02/velodyne/003208.bin	SemanticKitti/sequences/02/polar_512_prlb/003208.pt
02	003225	SemanticKitti/sequences/02/velodyne/003225.bin	SemanticKitti/sequences/02/polar_512_prlb/003225.pt
02	003231	SemanticKitti/sequences/02/velodyne/003231.bin	SemanticKitti/sequences/02/polar_512_prlb/003231.pt
02	003272	SemanticKitti/sequences/02/velodyne/003272.bin	SemanticKitti/sequences/02/polar_512_prlb/003272.pt
02	003283	SemanticKitti/sequences/02/velodyne/003283.bin	SemanticKitti/sequences/02/polar_512_prlb/003283.pt
02	003364	SemanticKitti/sequences/02/velodyne/003364.bin	SemanticKitti/sequences/02/polar_512_prlb/003364.pt
02	003450	SemanticKitti/sequences/02/velodyne/003450.bin	SemanticKitti/sequences/02/polar_512_prlb/003450.pt
02	003458	SemanticKitti/sequences/02/velodyne/003458.bin	SemanticKitti/sequences/02/polar_512_prlb/003458.pt
02	003574	SemanticKitti/sequences/02/velodyne/003574.bin	SemanticKitti/sequences/02/polar_512_prlb/003574.pt
02	003579	SemanticKitti/sequences/02/velodyne/003579.bin	SemanticKitti/sequences/02/polar_512_prlb/003579.pt
